snr,amplitude,peakFreq
10.286,6.389999999999999e-23,49.208
12.578,3.19e-22,28.43
8.7,1.99e-22,26.433000000000003
70.919,1.9900000000000003e-21,23.331
38.564,1.4400000000000001e-21,28.388
9.781,9.82e-23,1923.649
11.032,3.12e-22,25.056
35.476,2.62e-22,39.789
8.392999999999999,3.53e-22,22.739
8.607000000000001,5.4e-23,49.208
10.899,7.619999999999999e-23,50.268
18.678,7.35e-20,10.996
16.896,2.6300000000000002e-21,20.592
7.523,6.5e-22,21.8
28.879,2.560000000000001e-21,20.228
10.582,2.6800000000000003e-22,24.264
208.055,1.6300000000000001e-21,39.789
11.765,8.189999999999999e-23,1192.246
12.746,9.8e-23,41.57
8.948,2.92e-23,137.711
8.07,6.359999999999999e-23,37.349
15.005,6.46e-22,20.963
11.067,6.729999999999999e-23,1065.326
27.768,2.07e-21,20.563
4912.46,2.47e-20,60.857
16.351,2.16e-21,18.595
227.981,1.4300000000000002e-21,49.208
8.369,1.43e-22,27.308000000000003
5012.676,3.91e-20,39.789
824.967,6.5700000000000005e-21,38.027
7.722,2.5600000000000003e-22,22.918000000000006
11.203,8.939999999999999e-23,49.208
16.023,1.2500000000000001e-22,39.789
9.718,3.0800000000000007e-22,22.513
10.363,3.9000000000000004e-22,23.511
8.436,4.11e-22,24.264
13.048,9.96e-23,39.789
142.225,1.3e-21,44.338
10.119,1e-22,1857.276
8.397,6.590000000000001e-23,39.789
10.008,8.079999999999998e-23,39.789
8.58,1.57e-22,27.308000000000003
9.594,4.26e-23,78.307
788.018,9.360000000000001e-21,32.173
37.128,1.2500000000000001e-22,333.03
11.494000000000002,1.5400000000000001e-22,36.625
15.953,2.92e-22,29.948
8.603,1.13e-21,18.502
17.271,9.62e-22,21.264
262.147,2.16e-21,49.208
8.879,3.6599999999999995e-23,163.01
10.16,1.8700000000000002e-21,19.229
8.356,1.2e-22,28.388
8.917,3.9599999999999997e-23,64.758
12.102,2.32e-22,30.734
9.273,3.74e-22,21.34
8.426,1.89e-22,28.43
14.593,9.229999999999999e-23,1198.978
11.745,8.899999999999998e-23,39.789
7.596,5.5800000000000005e-22,22.215
7.859,1.24e-22,30.734
1000.243,1.08e-20,39.789
9.048,7.269999999999998e-23,48.2
62.034,3.2e-21,22.306
7.941,5.220000000000001e-23,1111.715
12.175999999999998,1.61e-22,32.268
9.471,1.43e-20,12.859000000000002
12.264,1.6900000000000001e-21,18.502
49.374,1.6200000000000002e-21,30.487
9.685,3.75e-22,24.264
12.72,9.759999999999996e-23,39.789
9.141,1.0300000000000001e-22,32.173
7.502999999999999,3.33e-22,22.068
12.934,4.25e-23,217.741
47.52,3.38e-22,39.789
9.14,2.87e-22,23.75
25.95,1.92e-22,39.789
24.379,1.8000000000000001e-22,39.789
20.599,3.6000000000000003e-22,28.43
63.148,7.1700000000000005e-22,32.173
13.36,5.0199999999999993e-20,12.239
9.481,1.84e-22,27.308000000000003
8.886000000000003,7.35e-23,50.268
28.175,2.35e-22,39.789
17.442,1.08e-19,10.996
13.411,1.2899999999999998e-22,1743.312
30.793000000000006,1.3e-21,24.613000000000003
34.772,2.74e-22,39.789
208.334,7.6600000000000005e-22,333.03
7.516,1.73e-22,24.316
7.8,7.240000000000001e-23,1709.217
10.494000000000002,3.48e-22,22.513
15.898,9.249999999999999e-23,49.208
12.828,1.08e-22,39.789
9.562,1.02e-22,1778.889
9.445,8.179999999999998e-23,39.789
7.664,5.26e-22,20.963
19.936,3.090000000000001e-21,19.174
7.84,4.43e-22,21.989
9.006,3.06e-22,24.264
7.7429999999999986,1.2e-22,27.308000000000003
18.986,1.3400000000000002e-21,20.228
12.484000000000002,3.64e-22,23.331
7.942,4.7499999999999997e-23,49.208
19.441,3.55e-22,27.308000000000003
8.54,7.48e-23,39.02
10.194,2.02e-22,27.308000000000003
394.791,4.66e-21,32.173
20.173,8.610000000000001e-22,22.739
11.02,2.51e-22,25.056
8.256,7.170000000000001e-23,1607.6
7.776,1.8000000000000001e-22,27.308000000000003
8.014,6.72e-23,37.349
11.495,9.54e-23,39.789
10.427,2.47e-22,27.308000000000003
15.366,4.459999999999998e-22,23.331
7.58,2.29e-22,24.613000000000003
639.125,8.02e-21,32.173
9.003,5.519999999999999e-23,1050.42
22.212,4.99e-22,24.264
10.054,1.85e-20,12.137
7.942,3.81e-22,23.515
39.275,2.98e-22,39.789
18.309,2.08e-22,31.035
9.169,8.289999999999999e-23,1709.217
10.807,1.5300000000000005e-21,21.989
10.772,8.939999999999999e-23,36.306
8.033,5.1100000000000013e-23,49.208
9.572,4.07e-22,22.739
22.773000000000003,3e-21,18.502
43.893,1.13e-21,26.003
7.657,8.519999999999999e-21,12.497
20.923,1.63e-22,39.789
8.013,1.5000000000000002e-22,25.056
8.326,8.319999999999999e-23,35.162
10.106,1.9e-22,28.43
10.988,2.23e-22,25.966
7.5310000000000015,7.509999999999999e-23,38.93
30.632,3.72e-21,18.595
23.339,1.86e-22,40.555
11.973,5.26e-20,10.609000000000002
80.76,6.430000000000004e-22,60.128
89.37100000000002,3.18e-22,115.113
9.331,1.0300000000000001e-22,32.173
683.852,2.530000000000001e-21,176.063
13.469,3.2000000000000003e-22,30.288
16.827,5.08e-22,23.511
8.812000000000003,8.249999999999999e-23,47.183
7.815,1.22e-22,30.288
7.728,2.38e-22,23.331
36.445,2.97e-22,39.789
10.494000000000002,1.02e-22,1857.276
8.214,3.160000000000001e-21,11.121
7.756,1.68e-22,25.048
11.012,2.32e-21,17.009
17.367,4.13e-22,26.685
7.974,1.04e-22,30.734
8.825,1.7000000000000002e-22,25.966
14.496,1.44e-22,38.027
8.486,6.14e-23,38.93
8.708,1.09e-22,32.173
9.041,1.35e-22,34.59
18.773,1.3599999999999998e-22,1349.3970000000004
105.837,5.41e-22,779.059
21.028,2.92e-21,20.963
7.5139999999999985,2.49e-23,333.03
9.191,7.33e-23,39.789
7.62,1.52e-22,27.308000000000003
11.91,4.25e-22,24.264
12.435,2.05e-22,26.433000000000003
13.123,4.78e-22,21.559
8.716000000000001,1.1100000000000001e-21,20.563
11.755999999999998,1.3e-22,37.704
8.922,1.08e-22,32.268
13.83,1.96e-22,32.268
10.331,2.14e-22,25.118
7.697999999999999,3.510000000000001e-21,11.121
7.882999999999999,1.55e-22,27.308000000000003
7.502999999999999,1.6700000000000001e-22,26.333
7.747999999999998,6.18e-23,39.789
18.25,3.55e-22,26.909
8.408,1.49e-22,30.288
10.656,4.5700000000000015e-22,24.264
9.822,1.96e-22,26.909
7.689,2.05e-22,23.515
35.566,2.6899999999999987e-21,20.228
11.444,8.350000000000002e-23,49.208
19.611,1.77e-22,39.789
25.427,2e-22,1270.186
8.189,3.9299999999999995e-23,60.857
11.132,8.659999999999998e-23,39.789
7.787000000000001,7.570000000000002e-23,1857.276
106.101,3.5400000000000006e-21,23.75
9.127,3.0800000000000007e-22,23.511
10.727,2.14e-22,30.734
8.316,4.63e-22,22.513
8.551,5.1800000000000015e-22,21.989
8.839,2.14e-22,25.146
44.087,2.78e-22,49.208
9.408,1.2899999999999998e-22,30.734
10.111,3.4700000000000004e-23,111.128
8.74,1.53e-22,27.09
10.967,1.24e-22,32.173
10.091,9.82e-23,1857.276
8.62,3.39e-22,22.513
10.433,6.35e-22,20.228
8.696,7.949999999999999e-23,1743.312
8.651,6.96e-23,39.02
8.615,3.81e-22,22.115
7.621,5.71e-22,20.213
8.754,5.649999999999999e-23,50.268
8.04,8.679999999999999e-23,34.59
8.302,3.6300000000000003e-22,24.264
7.7189999999999985,1.5500000000000001e-21,18.502
21.963,1.5100000000000001e-22,39.789
9.233,2.67e-22,22.918000000000006
29.317,2.4700000000000002e-21,20.592
10.182,7.729999999999998e-23,44.288
54.87,1.7899999999999993e-21,23.75
16.559,1.24e-22,1119.088
15.694,9.209999999999999e-23,49.208
4732.132000000001,4.940000000000001e-20,32.173
8.771,4.7899999999999993e-23,60.857
38.672,6.190000000000001e-20,12.435
8.602,2.7900000000000003e-22,23.515
37.82,1.89e-21,22.115
9.412,4.1200000000000003e-22,24.264
9.868,6.21e-20,11.637
12.466,9.069999999999999e-23,39.789
7.724,1.26e-22,35.306
7.694,8.199999999999998e-23,34.59
8.274,5.990000000000001e-23,39.789
10.43,4.0299999999999994e-23,92.98
11.642,1.1e-22,44.288
8.716000000000001,1.91e-22,27.308000000000003
7.787000000000001,6.339999999999999e-23,1518.688
26.797,2.5000000000000002e-22,1359.461
9.498,3.3400000000000007e-22,22.513
9.212,7.11e-23,44.288
12.628,2.81e-22,24.613000000000003
8.959,4.45e-22,22.854
7.697999999999999,4.04e-20,10.609000000000002
57.672,4.610000000000001e-21,20.592
7.791,3.42e-22,23.515
7.771,2.4700000000000002e-21,11.121
9.884,1.5500000000000001e-21,18.502
10.051,1.02e-22,35.205
8.391,4.99e-22,22.115
14.334,3.4300000000000013e-22,24.264
45.68,2.8800000000000002e-21,20.592
14.174,8.63e-23,49.208
7.755,3.2e-21,11.121
8.095,1.7600000000000002e-22,28.388
69.128,5.48e-22,39.789
8.559,7.709999999999998e-23,1822.458
11.928,1.5799999999999996e-22,2030.474
26.562,1.1e-22,93.079
14.408,3.03e-22,26.433000000000003
8.01,3.1700000000000013e-22,23.515
16.855,4.5700000000000015e-22,24.264
8.539,7.37e-23,1636.34
9.738,5.969999999999999e-23,49.208
9.416,2.18e-22,27.9
10.279000000000002,2.4200000000000003e-22,27.308000000000003
39.36,1.6300000000000001e-21,26.433000000000003
8.03,8.939999999999999e-23,36.625
13.06,7.189999999999999e-23,49.208
17.695,2.03e-22,32.173
8.41,3.75e-23,73.502
7.537000000000001,6.779999999999999e-23,38.93
13.066,2.3000000000000003e-22,26.015
8.282,4.3599999999999997e-23,50.268
10.654000000000002,1.11e-22,41.57
9.925,1.01e-22,35.205
8.49,6.189999999999999e-23,45.301
8.506,2.11e-21,18.742
9.356,1.95e-22,27.9
8.369,3.92e-20,10.609000000000002
8.051,3.0500000000000004e-21,11.121
30.707,2.180000000000001e-21,19.885
8.522,1.95e-22,28.388
2289.797,2.64e-20,32.173
10.986,4.3499999999999997e-23,93.079
8.538,2.05e-22,32.268
43.652,3.46e-22,39.789
1204.917,9.550000000000001e-21,39.789
8.402999999999999,2.7e-22,22.115
12.311,8.049999999999999e-23,1191.555
11.758,9.269999999999999e-23,39.789
19.393,1.97e-21,19.229
11.132,1.57e-22,32.268
9.263,3.26e-22,22.918000000000006
197.991,7.42e-22,115.113
9.628,9.11e-23,41.57
33.901,4.529999999999999e-21,18.502
8.414,5.0600000000000005e-22,22.854
13.318,1.31e-22,1857.276
288.724,3.4900000000000005e-21,32.173
9.111,2.45e-22,22.513
9.231,6.55e-23,39.789
50.864,1.66e-22,217.741
72.513,2.72e-22,93.079
174.25400000000005,5.62e-22,176.063
8.701,8.289999999999999e-23,35.162
11.42,1.930000000000001e-21,18.338
8.462,2.7e-22,27.308000000000003
10.444,4.84e-23,68.992
8.74,1.07e-22,32.173
12.265999999999998,1.11e-22,1709.217
10.528,3.9399999999999996e-23,70.623
10.617,8.000000000000001e-23,47.124
14.746,3.07e-22,26.685
8.065,8.37e-23,34.59
11.959,6.22e-20,10.609000000000002
9.335,3.13e-22,23.511
13.053,3.48e-22,27.308000000000003
9.275,7.009999999999998e-23,39.789
7.864,2.22e-22,24.316
15.075,2.0600000000000005e-19,10.874
17.08,1.05e-22,49.208
14.24,1.06e-22,39.789
8.849,2.840000000000001e-21,11.121
19.535,1.0900000000000001e-21,24.316
76.669,2.120000000000001e-21,25.056
10.543,7.319999999999999e-23,49.208
11.398,4.78e-22,23.511
10.015,6.1600000000000015e-22,21.34
12.701,9.709999999999999e-23,39.789
7.7,9.839999999999999e-23,36.625
16.008,1.23e-22,39.789
7.74,1.2500000000000001e-22,27.308000000000003
18.048,1.3e-22,1270.186
8.067,1.01e-22,32.268
12.376,1.04e-22,1607.6
8.058,3.75e-22,21.264
8.276,1.11e-22,30.734
11.741,4.41e-20,12.497
7.63,8.15e-23,32.173
8.617,1.1599999999999998e-22,29.418000000000006
8.629,9.839999999999999e-23,36.625
7.757999999999999,4.8499999999999996e-23,49.208
12.607,9.82e-23,39.789
10.204,2.4300000000000003e-20,12.252
61.482,4.61e-22,39.789
10.97,3.85e-23,142.363
12.271,3.77e-21,11.121
8.802999999999997,2.34e-22,25.056
14.617,1.17e-22,39.789
7.568,1.11e-20,12.859000000000002
8.633,6.859999999999999e-23,41.57
10.733,6.990000000000002e-23,47.124
21.594,2.42e-21,19.229
7.609,4.4899999999999997e-23,49.208
111.689,3.81e-22,269.285
9.882,1.72e-22,30.734
15.43,1.55e-22,1923.649
8.94,4.67e-20,10.609000000000002
22.127,8.84e-20,11.715
9.856,3.1500000000000004e-21,11.121
15.566,5.98e-22,22.739
12.859000000000002,3.01e-22,24.613000000000003
22.245,1.4000000000000002e-22,49.208
1092.582,3.9800000000000006e-21,126.931
12.964,3.23e-22,26.909
10.226,6.55e-23,49.208
8.902000000000003,3.29e-22,22.918000000000006
18.382,1.7600000000000002e-22,39.789
8.837,5.35e-22,22.115
12.689,2.5e-20,12.252
45.716,2.34e-22,779.059
10.269,7.899999999999998e-23,39.789
8.275,2.72e-22,23.511
54.967,2.23e-21,22.739
11.181,8.119999999999999e-23,41.57
18.681,6.619999999999999e-23,115.113
31.32,1.94e-21,26.003
10.295,6.039999999999999e-23,1065.326
8.166,1.27e-22,30.288
10.421,1.4100000000000001e-22,37.495
10.364,1.1400000000000001e-21,18.835
8.811,4.21e-22,24.264
7.6,2.32e-22,23.331
8.967,1.31e-22,34.59
7.596,1.76e-21,18.835
15.278,5.43e-22,21.559
14.146,4.5399999999999993e-23,176.063
9.838,1.0300000000000001e-22,1923.649
10.797,1.06e-22,35.291
38.364,1.2099999999999997e-21,23.75
31.73,1.91e-21,25.056
11.463,8.1e-23,1192.246
9.64,5.51e-22,22.006
14.135,6.85e-23,64.758
8.651,7.1e-23,38.027
12.267,1.47e-22,32.173
11.691,4.35e-22,24.264
8.076,6.819999999999999e-23,47.183
7.598,2.4e-22,24.802
11.153,2.3000000000000003e-22,25.507
7.771,3.22e-22,21.989
7.653,2.16e-22,23.511
17.253,3.49e-22,25.966
7.689,1.56e-22,29.418000000000006
7.624,5.72e-23,1473.621
136.373,2.0200000000000003e-21,32.173
8.513,8.990000000000001e-23,1857.276
1588.723,2.15e-20,30.687
7.7360000000000015,1.42e-22,27.308000000000003
45.529,2.35e-21,20.963
35.927,2.78e-22,39.789
9.411,6.049999999999998e-22,22.215
78.12100000000002,1.3600000000000001e-21,32.741
9.779,7.590000000000002e-23,39.789
14.561,9.439999999999999e-23,50.268
7.8439999999999985,7.2e-23,34.59
11.495,9.46e-23,39.789
636.258,5.170000000000001e-21,38.027
8.982000000000003,3.72e-22,22.513
7.981,7.240000000000001e-23,1709.217
9.616,6.189999999999999e-23,49.208
11.272,2.1900000000000004e-22,27.308000000000003
8.505,7.65e-23,34.378
15.735,2.57e-19,10.169
17.486,1.94e-21,18.835
8.191,1.42e-22,28.43
11.137,8.549999999999998e-23,1473.621
8.472000000000001,1.91e-22,26.015
16.567999999999998,1.39e-22,41.57
1057.278,7.829999999999999e-21,39.789
10.341,2.92e-20,12.06
9.492,3.2000000000000003e-22,24.264
8.96,3.22e-22,23.515
8.872,8.6e-23,1857.276
7.5070000000000014,2.67e-22,23.331
7.51,2.9099999999999996e-23,114.501
10.705,4.29e-22,25.048
9.653,2.65e-22,23.331
14.084,9.4e-23,1191.555
7.504,2.15e-22,22.739
7.614,8.639999999999999e-23,34.378
19.769,1.64e-22,39.789
8.413,5.35e-23,47.124
21.965,3.3799999999999988e-21,18.595
11.72,7.079999999999998e-23,49.208
12.800999999999998,7.489999999999999e-23,49.208
30.789,2.31e-22,39.789
8.555,3.66e-22,24.613000000000003
7.7810000000000015,4.5599999999999994e-23,985.964
7.635,1.8000000000000001e-22,25.048
8.611,7.520000000000001e-23,36.625
9.527,1.01e-22,38.93
10.276,5.7300000000000025e-22,20.963
7.6629999999999985,2.0900000000000002e-21,11.121
8.242,1.2e-22,30.288
71.649,2.46e-22,269.285
8.662,1.52e-21,19.229
7.994,2.28e-20,12.252
12.965,7.04e-20,13.298
7.992000000000001,3.5299999999999995e-23,68.992
27.3,2.75e-22,1607.6
16.121,1.2e-22,39.789
13.523,1.06e-22,39.789
18.909,1.42e-22,39.789
7.569,2.11e-22,26.909
8.017999999999999,6.729999999999999e-23,39.789
9.767,7.98e-23,1518.688
11.368,1.25e-19,10.322
8.486,2.92e-22,23.331
47.525,4.480000000000001e-21,18.835
9.547,2.6800000000000003e-22,27.308000000000003
105.558,3.53e-22,176.063
52.54600000000001,1.84e-22,217.741
41.32,3.16e-22,39.789
14.748,2.33e-21,18.502
10.341,1.35e-22,32.173
9.417,3.760000000000001e-23,70.623
10.198,7.09e-23,1349.3970000000004
8.196,1.32e-22,31.798
7.501,9.079999999999999e-23,30.734
8.716000000000001,1.57e-22,30.734
13.673,2.7600000000000002e-22,25.056
8.575,2.03e-22,26.433000000000003
12.615,1.04e-22,39.789
12.232,6.22e-23,60.857
10.754,3.47e-22,22.513
9.512,2.95e-22,24.264
10.742,8.529999999999998e-23,39.789
9.07,8.529999999999998e-23,39.789
8.019,2.2700000000000003e-22,27.308000000000003
10.995,4.22e-20,12.252
22.709,1.81e-22,39.789
9.477,1.8000000000000001e-22,26.909
11.975,2.72e-20,11.715
9.626,3.0500000000000004e-21,11.121
12.853,4.05e-22,24.264
7.949,7.690000000000001e-23,1857.276
7.6,2.69e-22,23.515
8.443999999999999,2.32e-22,24.802
12.013,7.18e-23,53.554
7378.246,8.74e-20,32.173
23.047,1.68e-22,39.789
24.895,1.7600000000000002e-22,39.789
9.239,7.590000000000002e-23,39.789
80.947,3.21e-22,509.36300000000006
41.926,4.270000000000001e-21,19.871
20.446,1.62e-22,39.789
9.012,3.12e-23,217.741
11.322,3.85e-23,142.363
7.802,4.7099999999999995e-23,49.208
9.093,3.21e-22,22.918000000000006
8.157,5.56e-22,22.513
8.494,9.4e-23,32.173
7.75,2.52e-22,24.264
13.589,3.54e-22,27.308000000000003
28.575,1.79e-22,49.208
12.108,2.1900000000000004e-22,27.308000000000003
9.801,1.5100000000000002e-21,18.502
2650.317,3.15e-20,32.173
8.873,2.97e-22,22.115
7.752999999999999,5.600000000000001e-23,43.81399999999999
9.59,2.25e-22,24.613000000000003
8.052,5.23e-22,22.739
8.693999999999999,6.859999999999999e-23,39.02
14.84,5.04e-23,217.741
17.115,3.14e-21,19.871
117.158,1.27e-21,35.795
9.089,5.34e-23,64.758
25.712,9.28e-23,142.363
12.82,9.759999999999996e-23,39.789
18.274,1.31e-22,39.789
30.566,2.39e-22,39.789
44.598,1.65e-21,22.918000000000006
7.876,2.43e-22,24.264
9.665,1.7600000000000002e-22,27.308000000000003
10.557,4.18e-20,12.481
9.055,9.13e-23,35.795
21.414,7.55e-23,89.676
11.656,1.17e-22,34.378
9.059,3.36e-23,299.252
10.754,9.809999999999996e-22,21.34
15.295,7.71e-20,10.874
31.36,2.57e-22,39.789
9.067,3.54e-22,24.264
11.589,1.13e-22,1857.276
40.492,3.25e-22,39.789
8.923,3.78e-22,22.739
7.7639999999999985,1.0300000000000001e-22,32.268
7.932,5.7300000000000025e-22,21.989
98.568,3.41e-22,324.754
87.745,2.54e-21,25.507
7.905,5.27e-23,1206.63
73.188,3.64e-21,21.526
12.97,2.87e-22,27.308000000000003
13.117,1.07e-22,1473.621
13.297,1.02e-22,39.789
10.5,4.1599999999999994e-23,93.079
207.565,9.83e-22,629.939
9.489,7.449999999999999e-23,39.789
8.891,2.62e-22,24.178
39.06,2.84e-22,39.789
8.977,2.86e-22,24.316
7.894,2.5600000000000003e-22,23.511
8.073,2.2e-22,25.048
7.707000000000002,2.2800000000000004e-22,30.734
12.916,2.5600000000000003e-22,25.966
14.014,9.639999999999999e-23,510.439
19.402,3.2000000000000003e-22,30.734
28.783,1.09e-22,411.865
9.059,1.3599999999999998e-22,34.378
12.633,1.6e-21,18.502
11.3,9.9e-23,36.625
9.161,1.24e-22,32.268
1861.229,6.59e-21,176.063
8.485,2.9500000000000004e-20,12.951
9.078,1.75e-22,27.308000000000003
10.707,6.259999999999999e-23,909.118
20.525,1.2600000000000002e-21,20.563
13.063,1.22e-22,1709.217
56.924,2.0600000000000001e-22,411.865
15.36,2.0600000000000001e-22,34.59
7.7360000000000015,8.3e-23,34.59
11.255,7.079999999999998e-23,49.208
9.857,8.740000000000002e-23,37.495
10.401,6.55e-23,49.208
17.012999999999998,1.1e-22,1198.978
54.76300000000001,1.79e-22,269.285
8.956,7.6e-23,1607.6
7.802,1.09e-22,30.734
7.657999999999999,6.440000000000001e-23,39.789
7.569,7.72e-23,35.162
23.121,1.7600000000000002e-22,39.789
27.416,2.42e-21,22.918000000000006
14.390999999999998,1.11e-22,39.789
8.469,6.68e-23,47.298
39.974,1.2200000000000001e-21,22.426
7.745,4.45e-23,68.992
8.224,1.11e-22,34.59
15.977,1.2500000000000001e-22,39.789
8.228,2.02e-22,25.146
10.304,1.68e-22,30.734
8.498,1.7799999999999996e-22,27.308000000000003
20.278,1.6000000000000002e-22,39.789
9.918,5.770000000000001e-23,49.208
15.897,1.35e-21,19.871
10.23,9.359999999999999e-23,39.789
9.317,2.85e-22,24.264
11.816,3.09e-22,22.918000000000006
7.705,4.1800000000000003e-22,22.739
2491.2,8.3e-21,217.741
261.958,8.700000000000001e-22,176.063
51.916,1.6800000000000004e-21,23.331
10.159,6.929999999999999e-23,49.208
10.492,2.92e-22,24.178
9.012,1.26e-22,32.268
11.317,8.549999999999998e-23,39.789
7.6110000000000015,5.57e-23,39.789
9.7,1.37e-22,30.734
10.647,1.1200000000000001e-22,32.173
8.177999999999999,3.97e-22,22.739
12.408,4.53e-22,23.511
9.163,7.570000000000002e-23,35.163000000000004
8.529,1.7099999999999996e-22,26.685
10.327,2.15e-22,25.507
46.346,3.64e-22,39.789
11.796,7.420000000000002e-23,1192.246
12.009,7.39e-23,1050.42
7.5779999999999985,3.19e-22,23.75
32.23,1.3600000000000001e-21,23.515
91.0,1.95e-21,31.594
44.445,1.8700000000000002e-21,22.115
8.704,1.81e-22,31.386
8.302,2e-22,25.966
10.373,6.059999999999999e-23,903.252
8.27,3.91e-22,21.989
8.844,5.169999999999999e-23,1065.326
13.782,6.839999999999999e-23,60.857
7.937,2.85e-22,24.264
10.261,1.48e-22,32.268
8.139,2.16e-22,23.515
33.396,2.17e-21,22.918000000000006
7.5070000000000014,9.26e-23,38.93
8.202,1.97e-22,26.685
28.254,3.220000000000001e-21,18.502
23.737,1.57e-22,1038.311
8.97,2.69e-22,24.802
14.018,6.349999999999999e-20,10.609000000000002
10.011,9.41e-23,39.02
7.577000000000001,2.5499999999999998e-23,217.741
8.375,1.62e-22,27.308000000000003
11.188,1.09e-22,1822.458
3703.461,2.23e-20,49.208
12.867,1.9900000000000003e-21,18.502
9.286,3.5200000000000004e-22,23.511
7.819,1.73e-22,27.9
8.51,4e-22,24.264
10.095,4.78e-22,20.963
9.171,6.900000000000001e-23,39.789
9.267,7.940000000000002e-23,36.99800000000001
8.17,7.149999999999999e-23,36.625
8.807,8.44e-21,12.951
59.234,2.22e-22,142.363
7.777,4.810000000000001e-23,1191.555
8.475,3.700000000000001e-22,21.264
7.895,1.04e-22,39.02
11.872,1.48e-22,32.268
9.715,7.6e-23,39.789
7.507999999999999,1.65e-22,26.015
1128.453,1.32e-20,32.173
8.538,5.86e-23,39.02
13.723,1.15e-22,39.789
21.409,1.04e-21,23.75
9.828,2.85e-22,24.613000000000003
12.805,2.69e-22,25.966
10.597,6.31e-23,1065.326
7.659,1.2100000000000002e-22,30.288
10.701,8.289999999999999e-23,39.789
12.722,5.15e-22,23.515
7.747000000000001,1.72e-22,25.048
9.358,6.14e-23,1198.978
35.549,2.6e-22,39.789
8.827,1.15e-22,30.288
7.702000000000001,2.55e-22,23.511
9.139,5.15e-23,50.268
13.367,1.64e-22,32.173
31.375,3.470000000000001e-21,20.773000000000003
45.104,1.87e-22,629.939
142.494,1.6800000000000004e-21,30.687
23.315,3.25e-22,30.288
11.061,1.06e-22,36.625
8.256,8.340000000000001e-23,1598.358
8.051,2.2800000000000004e-22,27.308000000000003
7.832000000000002,6.88e-22,20.714
10.105,1.89e-22,27.308000000000003
8.924,4.91e-22,21.989
26.814,1.95e-21,20.592
24.847,9.7e-23,509.36300000000006
12.129,9.079999999999999e-23,39.789
8.995,6.72e-23,1349.3970000000004
11.691,1.2e-22,32.173
12.970999999999998,1.85e-21,18.502
39.629,1.8100000000000002e-21,28.941
8.452,8.719999999999999e-23,34.378
9.9,1.7099999999999996e-22,28.43
15.225,1.23e-22,38.93
9.464,1.9e-22,27.308000000000003
8.53,4.1000000000000004e-22,22.739
13.142,1.1e-22,39.789
23.974,4.2500000000000004e-21,18.502
8.187000000000001,9.68e-23,32.173
7.6720000000000015,1.19e-21,18.047
14.351,2.2800000000000004e-22,32.173
8.361,4.9199999999999993e-23,1050.42
8.234,1.2500000000000001e-22,30.487
8.761000000000001,4.23e-20,10.609000000000002
11.06,6.640000000000001e-23,49.208
59.874,3.13e-22,843.48
8.977,4.37e-23,663.9989999999998
210.65,7.299999999999999e-22,115.113
10.449000000000002,4.3800000000000045e-22,23.515
8.92,1.3800000000000001e-22,27.308000000000003
4146.193,3.32e-20,39.789
9.608,1.64e-22,31.035
17.906,1.37e-22,39.789
15.187,1.53e-22,34.378
10.453,2.1e-22,25.966
9.638,5.629999999999999e-23,49.208
9.028,3.340000000000001e-21,11.121
223.64,8.2700000000000015e-22,176.063
11.925999999999998,4.86e-22,23.331
8.905,2.92e-22,22.513
9.759,7.4e-23,39.789
11.444,1.2e-22,39.02
10.988,2.29e-21,18.175
41.25100000000001,1.6200000000000002e-21,22.918000000000006
16.538,1.01e-22,1191.555
16.273,2.5300000000000003e-22,32.268
8.532,5.429999999999999e-23,49.208
28.103,2.22e-22,39.789
8.522,1.5100000000000001e-22,27.308000000000003
10.629,2.39e-21,18.502
8.122,7.570000000000002e-23,1822.458
8.914,3.85e-23,81.854
35.276,1.2899999999999998e-22,402.439
9.382,6.03e-23,1191.555
9.632,1.27e-22,31.386
11.251,4.28e-22,22.513
13.026,1.02e-22,41.57
7.627000000000002,1.26e-22,28.43
59.18,2.0200000000000003e-21,24.178
11.015,1.45e-22,30.734
9.383,1.04e-22,33.054
26.89,2.34e-22,39.789
10.04,1.48e-22,31.386
8.396,7.240000000000001e-21,12.497
11.149,8.359999999999998e-23,1353.2220000000002
8.174,1.23e-22,30.734
7.7879999999999985,1.89e-20,13.722
83.65899999999998,5.930000000000001e-21,20.046
7.695,3.3e-22,22.918000000000006
8.079,4.74e-23,49.208
9.039,3.32e-22,28.43
8.046,6.83e-23,1607.6
9.991,4.59e-23,632.922
7.914,9.759999999999996e-23,36.625
7.562,1.07e-22,32.268
155.578,2.2700000000000004e-21,30.687
7.992000000000001,3.2500000000000007e-21,11.121
9.466,7.819999999999999e-23,36.625
87.436,1.27e-21,39.838
16.945,1.3599999999999998e-22,39.789
54.525,2.91e-22,760.2360000000001
7.8610000000000015,2.88e-22,24.822
9.971,7.929999999999999e-23,39.789
425.916,4.46e-21,32.173
10.042,1.2e-22,35.306
23.748,2.82e-21,19.174
39.301,2.4600000000000003e-21,21.34
20.665,1.63e-22,39.789
15.77,1.24e-22,39.789
8.251,5.03e-23,49.208
24.029,2.62e-22,30.734
8.322000000000001,2.61e-22,23.75
10.706,2.44e-22,27.308000000000003
12.889,9.439999999999999e-23,39.789
7.592,4.86e-22,22.068
7.682,1.3899999999999998e-20,12.252
11.666,9.069999999999999e-23,39.789
15.822,9.95e-23,49.208
9.212,5.65e-22,22.068
7.979,1.7000000000000002e-22,27.308000000000003
